Id,Date,total_sleep_minutes,sleep_hours
4445114986,2016-03-20,568,9.466666666666667
4445114986,2016-03-21,227,3.783333333333333
4445114986,2016-03-22,381,6.35
4445114986,2016-03-24,433,7.216666666666667
4445114986,2016-03-25,371,6.183333333333334
4445114986,2016-03-26,176,2.933333333333333
4445114986,2016-03-27,332,5.533333333333333
4445114986,2016-03-28,399,6.65
4445114986,2016-03-29,526,8.766666666666667
4445114986,2016-03-31,479,7.983333333333333
4445114986,2016-04-01,366,6.1
4445114986,2016-04-02,523,8.716666666666667
4445114986,2016-04-05,534,8.9
4445114986,2016-04-06,472,7.866666666666666
4445114986,2016-04-07,277,4.616666666666666
4445114986,2016-04-08,251,4.183333333333334
4445114986,2016-04-09,500,8.333333333333334
4445114986,2016-04-10,396,6.6
4445114986,2016-04-11,466,7.766666666666667
4445114986,2016-04-12,362,6.033333333333333
4558609924,2016-03-30,106,1.7666666666666666
4558609924,2016-03-31,192,3.2
4558609924,2016-04-02,88,1.4666666666666666
4558609924,2016-04-03,280,4.666666666666667
4702921684,2016-03-11,131,2.183333333333333
4702921684,2016-03-12,504,8.4
4702921684,2016-03-13,295,4.916666666666667
4702921684,2016-03-14,478,7.966666666666667
4702921684,2016-03-15,481,8.016666666666667
4702921684,2016-03-16,516,8.6
4702921684,2016-03-17,485,8.083333333333334
4702921684,2016-03-18,383,6.383333333333334
4702921684,2016-03-21,105,1.75
4702921684,2016-03-22,491,8.183333333333334
4702921684,2016-03-23,504,8.4
4702921684,2016-03-24,496,8.266666666666667
4702921684,2016-03-25,519,8.65
4702921684,2016-03-26,432,7.2
4702921684,2016-03-27,634,10.566666666666666
4702921684,2016-03-28,433,7.216666666666667
4702921684,2016-03-29,450,7.5
4702921684,2016-03-30,501,8.35
4702921684,2016-03-31,430,7.166666666666667
4702921684,2016-04-01,501,8.35
4702921684,2016-04-02,595,9.916666666666666
4702921684,2016-04-03,614,10.233333333333333
4702921684,2016-04-04,469,7.816666666666666
4702921684,2016-04-05,479,7.983333333333333
4702921684,2016-04-06,506,8.433333333333334
4702921684,2016-04-07,472,7.866666666666666
4702921684,2016-04-08,395,6.583333333333333
4702921684,2016-04-09,803,13.383333333333333
4702921684,2016-04-10,581,9.683333333333334
4702921684,2016-04-11,339,5.65
5553957443,2016-03-12,817,13.616666666666667
5553957443,2016-03-13,918,15.3
5553957443,2016-03-14,354,5.9
5553957443,2016-03-15,490,8.166666666666666
5553957443,2016-03-16,416,6.933333333333334
5553957443,2016-03-17,364,6.066666666666666
5553957443,2016-03-18,130,2.1666666666666665
5553957443,2016-03-21,169,2.816666666666667
5553957443,2016-03-22,628,10.466666666666667
5553957443,2016-03-23,352,5.866666666666666
5553957443,2016-03-24,480,8
5553957443,2016-03-25,749,12.483333333333333
5553957443,2016-03-26,407,6.783333333333333
5553957443,2016-03-27,858,14.3
5553957443,2016-03-28,771,12.85
5553957443,2016-03-29,405,6.75
5553957443,2016-03-30,459,7.65
5553957443,2016-03-31,444,7.4
5553957443,2016-04-01,384,6.4
5553957443,2016-04-02,1023,17.05
5553957443,2016-04-03,947,15.783333333333333
5553957443,2016-04-04,495,8.25
5553957443,2016-04-05,432,7.2
5553957443,2016-04-06,426,7.1
5553957443,2016-04-07,416,6.933333333333334
5553957443,2016-04-08,458,7.633333333333334
5553957443,2016-04-09,761,12.683333333333334
5553957443,2016-04-10,802,13.366666666666667
5553957443,2016-04-11,492,8.2
5553957443,2016-04-12,384,6.4
5577150313,2016-03-11,166,2.7666666666666666
5577150313,2016-03-12,609,10.15
5577150313,2016-03-13,472,7.866666666666666
5577150313,2016-03-14,382,6.366666666666666
5577150313,2016-03-15,544,9.066666666666666
5577150313,2016-03-16,489,8.15
5577150313,2016-03-17,486,8.1
5577150313,2016-03-18,458,7.633333333333334
5577150313,2016-03-19,399,6.65
5577150313,2016-03-20,695,11.583333333333334
5577150313,2016-03-21,448,7.466666666666667
5577150313,2016-03-22,123,2.05
5577150313,2016-03-23,617,10.283333333333333
5577150313,2016-03-24,442,7.366666666666666
5577150313,2016-03-25,452,7.533333333333333
5577150313,2016-03-26,507,8.45
5577150313,2016-03-27,363,6.05
5577150313,2016-03-28,557,9.283333333333333
5577150313,2016-03-29,509,8.483333333333333
5577150313,2016-03-30,468,7.8
5577150313,2016-03-31,488,8.133333333333333
5577150313,2016-04-01,460,7.666666666666667
5577150313,2016-04-02,420,7
5577150313,2016-04-03,447,7.45
5577150313,2016-04-04,488,8.133333333333333
5577150313,2016-04-05,443,7.383333333333334
5577150313,2016-04-06,453,7.55
5577150313,2016-04-07,544,9.066666666666666
5577150313,2016-04-08,471,7.85
5577150313,2016-04-09,535,8.916666666666666
5577150313,2016-04-10,476,7.933333333333334
5577150313,2016-04-11,358,5.966666666666667
6117666160,2016-03-11,78,1.3
6117666160,2016-03-12,697,11.616666666666667
6117666160,2016-03-13,123,2.05
6117666160,2016-03-14,717,11.95
6117666160,2016-03-15,522,8.7
6117666160,2016-03-16,711,11.85
6117666160,2016-03-17,670,11.166666666666666
6117666160,2016-03-18,715,11.916666666666666
6117666160,2016-03-19,684,11.4
6117666160,2016-03-20,568,9.466666666666667
6117666160,2016-03-21,525,8.75
6117666160,2016-03-22,434,7.233333333333333
6117666160,2016-03-23,612,10.2
6117666160,2016-03-24,931,15.516666666666667
6117666160,2016-03-25,536,8.933333333333334
6117666160,2016-03-26,504,8.4
6117666160,2016-03-27,534,8.9
6117666160,2016-03-28,45,0.75
6117666160,2016-03-29,592,9.866666666666667
6117666160,2016-03-30,111,1.85
6117666160,2016-03-31,629,10.483333333333333
6117666160,2016-04-01,625,10.416666666666666
6117666160,2016-04-02,478,7.966666666666667
6117666160,2016-04-05,73,1.2166666666666666
6117666160,2016-04-06,606,10.1
6117666160,2016-04-07,529,8.816666666666666
6117666160,2016-04-09,502,8.366666666666667
6775888955,2016-03-11,84,1.4
6775888955,2016-03-12,456,7.6
6775888955,2016-03-13,42,0.7
6775888955,2016-03-14,709,11.816666666666666
6775888955,2016-03-15,125,2.0833333333333335
6775888955,2016-03-18,323,5.383333333333334
6775888955,2016-03-19,419,6.983333333333333
6775888955,2016-03-21,456,7.6
6775888955,2016-03-25,118,1.9666666666666666
6775888955,2016-03-26,386,6.433333333333334
6775888955,2016-03-27,454,7.566666666666666
6775888955,2016-03-28,558,9.3
6775888955,2016-03-31,329,5.483333333333333
6775888955,2016-04-01,16,0.26666666666666666
6775888955,2016-04-02,481,8.016666666666667
6775888955,2016-04-06,495,8.25
6775888955,2016-04-07,309,5.15
6962181067,2016-03-11,39,0.65
6962181067,2016-03-12,544,9.066666666666666
6962181067,2016-03-13,514,8.566666666666666
6962181067,2016-03-14,494,8.233333333333333
6962181067,2016-03-15,426,7.1
6962181067,2016-03-16,379,6.316666666666666
6962181067,2016-03-17,409,6.816666666666666
6962181067,2016-03-18,492,8.2
6962181067,2016-03-19,511,8.516666666666667
6962181067,2016-03-20,485,8.083333333333334
6962181067,2016-03-21,441,7.35
6962181067,2016-03-22,568,9.466666666666667
6962181067,2016-03-23,573,9.55
6962181067,2016-03-24,489,8.15
6962181067,2016-03-25,556,9.266666666666667
6962181067,2016-03-26,500,8.333333333333334
6962181067,2016-03-27,591,9.85
6962181067,2016-03-28,564,9.4
6962181067,2016-03-29,401,6.683333333333334
6962181067,2016-03-30,447,7.45
6962181067,2016-03-31,551,9.183333333333334
6962181067,2016-04-01,537,8.95
6962181067,2016-04-02,432,7.2
6962181067,2016-04-03,604,10.066666666666666
6962181067,2016-04-04,439,7.316666666666666
6962181067,2016-04-05,462,7.7
6962181067,2016-04-06,532,8.866666666666667
6962181067,2016-04-07,437,7.283333333333333
6962181067,2016-04-08,404,6.733333333333333
6962181067,2016-04-09,480,8
6962181067,2016-04-10,444,7.4
6962181067,2016-04-11,419,6.983333333333333
6962181067,2016-04-12,411,6.85
7007744171,2016-03-14,89,1.4833333333333334
7007744171,2016-03-24,72,1.2
7007744171,2016-03-26,72,1.2
7007744171,2016-03-30,65,1.0833333333333333
7007744171,2016-04-02,84,1.4
7007744171,2016-04-03,76,1.2666666666666666
7007744171,2016-04-05,74,1.2333333333333334
7007744171,2016-04-07,69,1.15
7086361926,2016-03-12,578,9.633333333333333
7086361926,2016-03-13,27,0.45
7086361926,2016-03-14,443,7.383333333333334
7086361926,2016-03-15,408,6.8
7086361926,2016-03-16,421,7.016666666666667
7086361926,2016-03-17,435,7.25
7086361926,2016-03-20,472,7.866666666666666
7086361926,2016-03-21,550,9.166666666666666
7086361926,2016-03-23,484,8.066666666666666
7086361926,2016-03-25,297,4.95
7086361926,2016-03-26,349,5.816666666666666
7086361926,2016-03-27,71,1.1833333333333333
7086361926,2016-03-28,250,4.166666666666667
7086361926,2016-03-29,580,9.666666666666666
7086361926,2016-03-30,710,11.833333333333334
7086361926,2016-03-31,697,11.616666666666667
7086361926,2016-04-01,475,7.916666666666667
7086361926,2016-04-02,580,9.666666666666666
7086361926,2016-04-05,93,1.55
7086361926,2016-04-06,485,8.083333333333334
7086361926,2016-04-07,521,8.683333333333334
7086361926,2016-04-08,421,7.016666666666667
7086361926,2016-04-09,512,8.533333333333333
7086361926,2016-04-10,54,0.9
7086361926,2016-04-11,513,8.55
7086361926,2016-04-12,424,7.066666666666666
8053475328,2016-03-29,506,8.433333333333334
8378563200,2016-03-11,114,1.9
8378563200,2016-03-12,779,12.983333333333333
8378563200,2016-03-13,601,10.016666666666667
8378563200,2016-03-14,403,6.716666666666667
8378563200,2016-03-15,407,6.783333333333333
8378563200,2016-03-16,429,7.15
8378563200,2016-03-17,457,7.616666666666666
8378563200,2016-03-18,642,10.7
8378563200,2016-03-19,544,9.066666666666666
8378563200,2016-03-20,505,8.416666666666666
8378563200,2016-03-21,470,7.833333333333333
8378563200,2016-03-22,519,8.65
8378563200,2016-03-23,414,6.9
8378563200,2016-03-24,490,8.166666666666666
8378563200,2016-03-25,285,4.75
8378563200,2016-03-26,758,12.633333333333333
8378563200,2016-03-27,624,10.4
8378563200,2016-03-28,478,7.966666666666667
8378563200,2016-03-29,387,6.45
8378563200,2016-03-30,663,11.05
8378563200,2016-03-31,494,8.233333333333333
8378563200,2016-04-01,460,7.666666666666667
8378563200,2016-04-02,703,11.716666666666667
8378563200,2016-04-03,592,9.866666666666667
8378563200,2016-04-04,465,7.75
8378563200,2016-04-05,464,7.733333333333333
8378563200,2016-04-06,443,7.383333333333334
8378563200,2016-04-07,540,9
8378563200,2016-04-08,344,5.733333333333333
8378563200,2016-04-09,574,9.566666666666666
8378563200,2016-04-10,626,10.433333333333334
8378563200,2016-04-11,385,6.416666666666667
8378563200,2016-04-12,265,4.416666666666667
8792009665,2016-03-27,454,7.566666666666666
8792009665,2016-03-28,428,7.133333333333334
8792009665,2016-03-29,217,3.6166666666666667
8792009665,2016-03-30,478,7.966666666666667
8792009665,2016-04-01,534,8.9
8792009665,2016-04-03,564,9.4
8792009665,2016-04-04,630,10.5
8792009665,2016-04-05,455,7.583333333333333
8792009665,2016-04-06,507,8.45
8792009665,2016-04-07,510,8.5
8792009665,2016-04-08,478,7.966666666666667
8792009665,2016-04-09,678,11.3
